date,total_confirm,total_suspect,total_heal,total_dead,total_severe,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,name
2020-03-02,174,0,168,2,0,0,0.0,5,0,,,云南
2020-03-03,174,0,169,2,0,0,,1,0,,,云南
2020-03-04,174,0,169,2,0,0,,0,0,,,云南
2020-03-05,174,0,169,2,0,0,,0,0,,,云南
2020-03-06,174,0,170,2,0,0,,1,0,,,云南
2020-03-07,174,0,170,2,0,0,,0,0,,,云南
2020-03-08,174,0,170,2,0,0,,0,0,,,云南
2020-03-09,174,0,170,2,0,0,,0,0,,,云南
2020-03-10,174,0,170,2,0,0,,0,0,,,云南
2020-03-11,174,0,170,2,0,0,,0,0,,,云南
2020-03-12,174,0,170,2,0,0,0.0,0,0,0.0,,云南
2020-03-13,174,0,170,2,0,0,0.0,0,0,0.0,,云南
2020-03-14,174,0,172,2,0,0,0.0,2,0,0.0,,云南
2020-03-15,175,0,172,2,0,1,,0,0,,,云南
2020-03-16,176,0,172,2,0,1,,0,0,,,云南
2020-03-17,176,0,172,2,0,0,,0,0,,,云南
2020-03-18,176,0,172,2,0,0,,0,0,,,云南
2020-03-19,176,0,172,2,0,0,,0,0,,,云南
2020-03-20,176,0,172,2,0,0,,0,0,,,云南
2020-03-21,176,0,172,2,0,0,,0,0,,,云南
2020-03-22,176,0,172,2,0,0,,0,0,,,云南
2020-03-23,176,0,172,2,0,0,,0,0,,,云南
2020-03-24,176,0,172,2,0,0,,0,0,,,云南
2020-03-25,178,0,172,2,0,2,,0,0,,,云南
2020-03-26,180,0,172,2,0,2,,0,0,,,云南
2020-03-27,180,0,172,2,0,0,,0,0,,,云南
2020-03-28,180,0,172,2,0,0,,0,0,,,云南
2020-03-29,180,0,172,2,0,0,,0,0,,,云南
2020-03-30,181,0,172,2,0,1,,0,0,,,云南
2020-03-31,182,0,172,2,0,1,,0,0,,,云南
2020-01-24,8,51,0,0,0,8,,0,0,,,天津
2020-01-25,10,61,0,0,0,2,,0,0,,,天津
2020-01-26,15,85,0,0,0,5,,0,0,,,天津
2020-01-27,23,88,0,0,0,8,,0,0,,,天津
2020-01-28,25,103,0,0,0,2,,0,0,,,天津
2020-01-29,27,104,0,0,0,2,,0,0,,,天津
2020-01-30,32,150,0,0,0,5,,0,0,,,天津
2020-01-31,34,142,0,0,0,2,,0,0,,,天津
2020-02-01,45,112,0,0,0,11,,0,0,,,天津
2020-02-02,49,133,1,0,0,4,,1,0,,,天津
2020-02-03,63,168,1,0,0,14,,0,0,,,天津
2020-02-04,67,190,2,0,0,4,,1,0,,,天津
2020-02-05,69,0,2,1,0,2,0.0,0,1,,,天津
2020-02-06,79,228,2,1,0,10,101.0,0,0,,,天津
2020-02-07,81,228,2,1,0,2,0.0,0,0,,,天津
2020-02-08,88,0,4,1,0,7,,2,0,,,天津
2020-02-09,91,0,4,1,0,3,,0,0,,,天津
2020-02-10,95,0,8,2,0,4,0.0,4,1,,,天津
2020-02-11,106,0,10,2,0,11,0.0,2,0,,,天津
2020-02-12,112,0,11,3,0,6,,1,1,,,天津
2020-02-13,119,0,21,3,0,7,,10,0,,,天津
2020-02-14,120,0,32,3,0,1,,11,0,,,天津
2020-02-15,122,0,37,3,0,2,,5,0,,,天津
2020-02-16,124,0,45,3,0,2,,8,0,,,天津
2020-02-17,125,0,46,3,0,1,,1,0,,,天津
2020-02-18,128,0,48,3,0,3,,2,0,,,天津
2020-02-19,130,0,54,3,0,2,,6,0,,,天津
2020-02-20,131,0,59,3,0,1,,5,0,,,天津
2020-02-21,133,0,62,3,0,2,,3,0,,,天津
2020-02-22,135,0,65,3,0,2,0.0,3,0,,,天津
2020-02-23,135,0,81,3,0,0,,16,0,,,天津
2020-02-24,135,0,87,3,0,0,,6,0,,,天津
2020-02-25,135,0,91,3,0,0,,4,0,,,天津
2020-02-26,135,0,96,3,0,0,,5,0,,,天津
2020-02-27,136,0,102,3,0,1,,6,0,,,天津
2020-02-28,136,0,105,3,0,0,,3,0,,,天津
2020-02-29,136,0,109,3,0,0,,4,0,,,天津
2020-03-01,136,0,118,3,0,0,,9,0,,,天津
2020-03-02,136,0,118,3,0,0,,0,0,,,天津
2020-03-03,136,0,124,3,0,0,,6,0,,,天津
2020-03-04,136,0,128,3,0,0,,4,0,,,天津
2020-03-05,136,0,128,3,0,0,,0,0,,,天津
2020-03-06,136,0,128,3,0,0,,0,0,,,天津
2020-03-07,136,0,128,3,0,0,,0,0,,,天津
2020-03-08,136,0,129,3,0,0,,1,0,,,天津
2020-03-09,136,0,130,3,0,0,,1,0,,,天津
2020-03-10,136,0,131,3,0,0,,1,0,,,天津
2020-03-11,136,0,132,3,0,0,,1,0,,,天津
2020-03-12,136,0,132,3,0,0,,0,0,,,天津
2020-03-13,136,0,132,3,0,0,,0,0,,,天津
2020-03-14,136,0,132,3,0,0,,0,0,,,天津
2020-03-15,136,0,133,3,0,0,,1,0,,,天津
2020-03-16,136,0,133,3,0,0,,0,0,,,天津
2020-03-17,136,0,133,3,0,0,,0,0,,,天津
2020-03-18,136,0,133,3,0,0,,0,0,,,天津
2020-03-19,137,0,133,3,0,1,,0,0,,,天津
2020-03-20,137,0,133,3,0,0,,0,0,,,天津
2020-03-21,137,0,133,3,0,0,,0,0,,,天津
2020-03-22,137,0,133,3,0,0,,0,0,,,天津
2020-03-23,141,0,133,3,0,4,,0,0,,,天津
2020-03-24,145,0,133,3,0,4,,0,0,,,天津
2020-03-25,147,0,133,3,0,2,,0,0,,,天津
2020-03-26,151,0,133,3,0,4,,0,0,,,天津
2020-03-27,156,0,133,3,0,5,,0,0,,,天津
2020-03-28,163,0,133,3,0,7,,0,0,,,天津
2020-03-29,166,0,133,3,0,3,,0,0,,,天津
2020-03-30,174,0,133,3,0,8,,0,0,,,天津
2020-03-31,174,0,135,3,0,0,,2,0,,,天津
2020-04-01,176,0,135,3,0,2,,0,0,,,天津
2020-01-23,5,0,0,0,0,5,,0,0,,,海南
2020-01-24,10,0,0,0,0,5,,0,0,,,海南
2020-01-25,20,1,0,0,0,10,,0,0,,,海南
2020-01-26,27,0,0,0,0,7,,0,0,,,海南
2020-01-27,38,21,0,1,0,11,,0,1,,,海南
2020-01-28,43,48,0,1,0,5,,0,0,,,海南
2020-01-29,46,66,1,1,0,3,,1,0,,,海南
2020-01-30,49,73,1,1,0,3,,0,0,,,海南
2020-01-31,57,95,1,1,0,8,,0,0,,,海南
2020-02-01,63,101,1,1,0,6,,0,0,,,海南
2020-02-02,70,113,4,1,0,7,,3,0,,,海南
2020-02-03,79,109,4,1,0,9,,0,0,,,海南
2020-02-04,89,118,4,1,0,10,,0,0,,,海南
2020-02-05,100,0,5,1,0,11,0.0,1,0,,,海南
2020-02-06,111,150,8,2,0,11,53.0,3,1,,,海南
2020-02-07,123,150,11,2,0,12,0.0,3,0,,,海南
2020-02-08,128,0,15,2,0,5,,4,0,,,海南
2020-02-09,136,0,19,3,0,8,,4,1,,,海南
2020-02-10,142,0,19,3,0,6,,0,0,,,海南
2020-02-11,145,0,20,3,0,3,,1,0,,,海南
2020-02-12,157,0,27,4,0,12,,7,1,,,海南
2020-02-13,157,0,30,4,0,0,,3,0,,,海南
2020-02-14,162,0,38,4,0,5,,8,0,,,海南
2020-02-15,162,0,39,4,0,0,,1,0,,,海南
2020-02-16,162,0,52,4,0,0,,13,0,,,海南
2020-02-17,163,0,59,4,0,1,,7,0,,,海南
2020-02-18,163,0,79,4,0,0,,20,0,,,海南
2020-02-19,168,0,84,4,0,5,0.0,5,0,,,海南
2020-02-20,168,0,89,4,0,0,,5,0,,,海南
2020-02-21,168,0,96,4,0,0,,7,0,,,海南
2020-02-22,168,0,104,4,0,0,,8,0,,,海南
2020-02-23,168,0,106,5,0,0,,2,1,,,海南
2020-02-24,168,0,116,5,0,0,,10,0,,,海南
2020-02-25,168,0,124,5,0,0,,8,0,,,海南
2020-02-26,168,0,129,5,0,0,,5,0,,,海南
2020-02-27,168,0,132,5,0,0,,3,0,,,海南
2020-02-28,168,0,136,5,0,0,,4,0,,,海南
2020-02-29,168,0,148,5,0,0,,12,0,,,海南
2020-03-01,168,0,151,5,0,0,,3,0,,,海南
2020-03-02,168,0,151,5,0,0,,0,0,,,海南
2020-03-03,168,0,155,5,0,0,,4,0,,,海南
2020-03-04,168,0,158,5,0,0,,3,0,,,海南
2020-03-05,168,0,158,6,0,0,,0,1,,,海南
2020-03-06,168,0,158,6,0,0,,0,0,,,海南
2020-03-07,168,0,158,6,0,0,,0,0,,,海南
2020-03-08,168,0,159,6,0,0,,1,0,,,海南
2020-03-09,168,0,159,6,0,0,,0,0,,,海南
2020-03-10,168,0,159,6,0,0,,0,0,,,海南
2020-03-11,168,0,160,6,0,0,,1,0,,,海南
2020-03-12,168,0,160,6,0,0,,0,0,,,海南
2020-03-13,168,0,160,6,0,0,,0,0,,,海南
2020-03-14,168,0,160,6,0,0,,0,0,,,海南
2020-03-15,168,0,160,6,0,0,,0,0,,,海南
2020-03-16,168,0,161,6,0,0,,1,0,,,海南
2020-03-17,168,0,161,6,0,0,,0,0,,,海南
2020-03-18,168,0,161,6,0,0,,0,0,,,海南
2020-03-19,168,0,161,6,0,0,,0,0,,,海南
2020-03-20,168,0,161,6,0,0,,0,0,,,海南
2020-03-21,168,0,161,6,0,0,,0,0,,,海南
2020-03-22,168,0,161,6,0,0,,0,0,,,海南
2020-03-23,168,0,161,6,0,0,,0,0,,,海南
2020-03-24,168,0,162,6,0,0,,1,0,,,海南
2020-03-25,168,0,162,6,0,0,,0,0,,,海南
2020-03-26,168,0,162,6,0,0,,0,0,,,海南
2020-03-27,168,0,162,6,0,0,,0,0,,,海南
2020-03-28,168,0,162,6,0,0,,0,0,,,海南
2020-03-29,168,0,162,6,0,0,,0,0,,,海南
2020-03-30,168,0,162,6,0,0,,0,0,,,海南
2020-03-31,168,0,162,6,0,0,,0,0,,,海南
2020-01-21,0,1,0,0,0,0,,0,0,,,贵州
2020-01-22,3,0,0,0,0,3,,0,0,,,贵州
2020-01-23,3,0,0,0,0,0,,0,0,,,贵州
2020-01-24,4,0,0,0,0,1,,0,0,,,贵州
2020-01-25,5,2,0,0,0,1,,0,0,,,贵州
2020-01-26,7,3,0,0,0,2,,0,0,,,贵州
2020-01-27,9,1,0,0,0,2,,0,0,,,贵州
2020-01-28,9,3,1,0,0,0,,1,0,,,贵州
2020-01-29,12,6,1,0,0,3,,0,0,,,贵州
2020-01-30,15,75,1,0,0,3,,0,0,,,贵州
2020-01-31,29,67,2,0,0,14,,1,0,,,贵州
2020-02-01,38,59,2,0,0,9,,0,0,,,贵州
2020-02-02,46,41,2,0,0,8,,0,0,,,贵州
2020-02-03,56,33,2,0,0,10,,0,0,,,贵州
2020-02-04,64,33,5,0,0,8,,3,0,,,贵州
2020-02-05,69,0,6,1,0,5,0.0,1,1,,,贵州
2020-02-06,77,54,6,1,0,8,38.0,0,0,,,贵州
2020-02-07,81,0,6,1,0,4,,0,0,,,贵州
2020-02-08,96,0,7,1,0,15,,1,0,,,贵州
2020-02-09,109,0,7,1,0,13,0.0,0,0,,,贵州
2020-02-10,118,0,10,1,0,9,,3,0,,,贵州
2020-02-11,131,0,17,1,0,13,0.0,7,0,,,贵州
2020-02-12,135,0,20,1,0,4,,3,0,,,贵州
2020-02-13,140,0,28,1,0,5,,8,0,,,贵州
2020-02-14,143,0,33,1,0,3,,5,0,,,贵州
2020-02-15,144,0,39,1,0,1,,6,0,,,贵州
2020-02-16,146,0,47,1,0,2,,8,0,,,贵州
2020-02-17,146,0,66,1,0,0,,19,0,,,贵州
2020-02-18,146,0,69,2,0,0,,3,1,,,贵州
2020-02-19,146,0,71,2,0,0,,2,0,,,贵州
2020-02-20,146,0,76,2,0,0,,5,0,,,贵州
2020-02-21,146,0,90,2,0,0,,14,0,,,贵州
2020-02-22,146,0,91,2,0,0,,1,0,,,贵州
2020-02-23,146,0,102,2,0,0,,11,0,,,贵州
2020-02-24,146,0,103,2,0,0,,1,0,,,贵州
2020-02-25,146,0,104,2,0,0,,1,0,,,贵州
2020-02-26,146,0,112,2,0,0,,8,0,,,贵州
2020-02-27,146,0,112,2,0,0,,0,0,,,贵州
2020-02-28,146,0,112,2,0,0,,0,0,,,贵州
2020-02-29,146,0,112,2,0,0,,0,0,,,贵州
2020-03-01,146,0,114,2,0,0,,2,0,,,贵州
2020-03-02,146,0,114,2,0,0,,0,0,,,贵州
2020-03-03,146,0,114,2,0,0,,0,0,,,贵州
2020-03-04,146,0,114,2,0,0,,0,0,,,贵州
2020-03-05,146,0,114,2,0,0,,0,0,,,贵州
2020-03-06,146,0,115,2,0,0,,1,0,,,贵州
2020-03-07,146,0,117,2,0,0,,2,0,,,贵州
2020-03-08,146,0,123,2,0,0,,6,0,,,贵州
2020-03-09,146,0,129,2,0,0,,6,0,,,贵州
2020-03-10,146,0,133,2,0,0,,4,0,,,贵州
2020-03-11,146,0,137,2,0,0,,4,0,,,贵州
2020-03-12,146,0,140,2,0,0,,3,0,,,贵州
2020-03-13,146,0,143,2,0,0,,3,0,,,贵州
2020-03-14,146,0,143,2,0,0,,0,0,,,贵州
2020-03-15,146,0,143,2,0,0,,0,0,,,贵州
2020-03-16,146,0,144,2,0,0,,1,0,,,贵州
2020-03-17,146,0,144,2,0,0,,0,0,,,贵州
2020-03-18,146,0,144,2,0,0,,0,0,,,贵州
2020-03-19,146,0,144,2,0,0,,0,0,,,贵州
2020-03-20,146,0,144,2,0,0,,0,0,,,贵州
2020-03-21,146,0,144,2,0,0,,0,0,,,贵州
2020-03-22,146,0,144,2,0,0,,0,0,,,贵州
2020-03-23,146,0,144,2,0,0,,0,0,,,贵州
2020-03-24,146,0,144,2,0,0,,0,0,,,贵州
2020-03-25,146,0,144,2,0,0,,0,0,,,贵州
2020-03-26,146,0,144,2,0,0,,0,0,,,贵州
2020-03-27,146,0,144,2,0,0,,0,0,,,贵州
2020-03-28,147,0,144,2,0,1,,0,0,,,贵州
2020-03-29,147,0,144,2,0,0,,0,0,,,贵州
2020-03-30,147,0,144,2,0,0,,0,0,,,贵州
2020-03-31,147,0,144,2,0,0,,0,0,,,贵州
2020-01-22,2,0,0,0,0,2,,0,0,,,辽宁
2020-01-23,4,0,0,0,0,2,,0,0,,,辽宁
2020-01-24,12,0,0,0,0,8,,0,0,,,辽宁
2020-01-25,17,24,0,0,0,5,,0,0,,,辽宁
2020-01-26,22,40,0,0,0,5,,0,0,,,辽宁
2020-01-27,27,52,0,0,0,5,,0,0,,,辽宁
2020-01-28,36,72,0,0,0,9,,0,0,,,辽宁
2020-01-29,39,85,1,0,0,3,,1,0,,,辽宁
2020-01-30,45,89,1,0,0,6,,0,0,,,辽宁
2020-01-31,60,122,1,0,0,15,,0,0,,,辽宁
2020-02-01,64,116,1,0,0,4,,0,0,,,辽宁
2020-02-02,70,113,1,0,0,6,,0,0,,,辽宁
2020-02-03,74,120,1,0,0,4,,0,0,,,辽宁
2020-02-04,81,127,2,0,0,7,,1,0,,,辽宁
2020-02-05,89,0,4,0,0,8,0.0,2,0,,,辽宁
2020-02-06,94,71,5,0,0,5,47.0,1,0,,,辽宁
2020-02-07,103,71,8,0,0,9,0.0,3,0,,,辽宁
2020-02-08,105,0,8,0,0,2,,0,0,,,辽宁
2020-02-09,108,0,12,0,0,3,,4,0,,,辽宁
2020-02-10,111,0,18,0,0,3,0.0,6,0,,,辽宁
2020-02-11,116,0,19,0,0,5,0.0,1,0,,,辽宁
2020-02-12,116,0,20,1,0,0,,1,1,,,辽宁
2020-02-13,117,0,22,1,0,1,,2,0,,,辽宁
2020-02-14,119,0,29,1,0,2,,7,0,,,辽宁
2020-02-15,120,0,32,1,0,1,0.0,3,0,,,辽宁
2020-02-16,121,0,41,1,0,1,,9,0,,,辽宁
2020-02-17,121,0,43,1,0,0,,2,0,,,辽宁
2020-02-18,121,0,55,1,0,0,,12,0,,,辽宁
2020-02-19,121,0,58,1,0,0,,3,0,,,辽宁
2020-02-20,121,0,61,1,0,0,,3,0,,,辽宁
2020-02-21,121,0,66,1,0,0,,5,0,,,辽宁
2020-02-22,121,0,68,1,0,0,,2,0,,,辽宁
2020-02-23,121,0,73,1,0,0,,5,0,,,辽宁
2020-02-24,121,0,83,1,0,0,,10,0,,,辽宁
2020-02-25,121,0,88,1,0,0,,5,0,,,辽宁
2020-02-26,121,0,92,1,0,0,,4,0,,,辽宁
2020-02-27,121,0,93,1,0,0,,1,0,,,辽宁
2020-02-28,121,0,95,1,0,0,,2,0,,,辽宁
2020-02-29,122,0,101,1,0,1,,6,0,,,辽宁
2020-03-01,122,0,103,1,0,0,,2,0,,,辽宁
2020-03-02,125,0,103,1,0,3,,0,0,,,辽宁
2020-03-03,125,0,106,1,0,0,,3,0,,,辽宁
2020-03-04,125,0,106,1,0,0,,0,0,,,辽宁
2020-03-05,125,0,106,1,0,0,,0,0,,,辽宁
2020-03-06,125,0,106,1,0,0,,0,0,,,辽宁
2020-03-07,125,0,108,1,0,0,,2,0,,,辽宁
2020-03-08,125,0,109,1,0,0,,1,0,,,辽宁
2020-03-09,125,0,110,1,0,0,,1,0,,,辽宁
2020-03-10,125,0,111,1,0,0,,1,0,,,辽宁
2020-03-11,125,0,111,1,0,0,,0,0,,,辽宁
2020-03-12,125,0,112,1,0,0,,1,0,,,辽宁
2020-03-13,125,0,113,1,0,0,,1,0,,,辽宁
2020-03-14,125,0,113,1,0,0,,0,0,,,辽宁
2020-03-15,125,0,114,1,0,0,,1,0,,,辽宁
2020-03-16,125,0,119,1,0,0,,5,0,,,辽宁
2020-03-17,125,0,122,1,0,0,,3,0,,,辽宁
2020-03-18,125,0,122,1,0,0,,0,0,,,辽宁
2020-03-19,126,0,122,2,0,1,0.0,0,1,0.0,,辽宁
2020-03-20,126,0,122,2,0,0,,0,0,,,辽宁
2020-03-21,126,0,122,2,0,0,,0,0,,,辽宁
2020-03-22,126,0,124,2,0,0,,2,0,,,辽宁
2020-03-23,127,0,124,2,0,1,,0,0,,,辽宁
2020-03-24,127,0,124,2,0,0,,0,0,,,辽宁
2020-03-25,127,0,124,2,0,0,,0,0,,,辽宁
2020-03-26,128,0,124,2,0,1,,0,0,,,辽宁
2020-03-27,131,0,124,2,0,3,,0,0,,,辽宁
2020-03-28,134,0,124,2,0,3,,0,0,,,辽宁
2020-03-29,136,0,124,2,0,2,,0,0,,,辽宁
2020-03-30,139,0,124,2,0,3,,0,0,,,辽宁
2020-03-31,140,0,124,2,0,1,,0,0,,,辽宁
